Mois;Qualité;Territoire;Production totale;Production nucléaire;Production thermique totale;Production thermique charbon;Production thermique fioul;Production thermique gaz;Production hydraulique;Production éolien;Production solaire;Production bioénergies;Consommation totale;Solde exportateur;Echanges export;Echanges import;Echanges avec le Royaume-Uni;Echanges avec l'Espagne;Echanges avec l'Italie;Echanges avec la Suisse;Echanges avec l'Allemagne et la Belgique;
0000-00;Données consolidées;Grand-Est;11346;8643;1120;22;2;1095;565;909;19;86;4545;6711;;;;;;;;
0000-00;Données consolidées;Nouvelle-Aquitaine;5289;4179;164;;0;164;419;283;123;120;4578;711;;;;;;;;
0000-00;Données consolidées;Auvergne-Rhône-Alpes;11622;8382;334;6;11;316;2630;118;50;104;6834;4483;;;;;;;;
0000-00;Données consolidées;Bourgogne-Franche-Comté;467;;124;;0;123;89;208;14;31;2188;-1724;;;;;;;;
0000-00;Données consolidées;Bretagne;535;;182;;4;178;59;249;8;36;2443;-1915;;;;;;;;
0000-00;Données consolidées;Centre-Val de Loire;7434;6951;87;;0;87;17;323;13;40;2031;5402;;;;;;;;
0000-00;Données consolidées;France;54572;37352;5470;157;149;5163;6350;4111;453;834;49559;4252;7740;3488;759;964;1918;1553;-943;
0000-00;Données consolidées;Ile-de-France;393;;259;0;6;252;3;26;3;100;7539;-7145;;;;;;;;
0000-00;Données consolidées;Occitanie;3689;1812;68;;0;68;1296;341;106;64;4097;-527;;;;;;;;
0000-00;Données consolidées;Normandie;4898;4276;343;41;27;274;13;216;5;42;2946;1951;;;;;;;;
0000-00;Données consolidées;Hauts-de-France;5659;3105;1294;0;5;1289;1;1159;4;93;5039;619;;;;;;;;
0000-00;Données consolidées;PACA;2261;;937;0;17;919;1167;7;74;75;4195;-1939;;;;;;;;
0000-00;Données consolidées;Pays-de-la-Loire;824;;496;86;16;393;3;265;21;38;2897;-2073;;;;;;;;
2012-01;Données définitives;France;57177;42811;5399;741;691;3967;6741;1587;125;514;51086;5371;7043;1672;929;724;1581;2195;-59;
2012-02;Données définitives;France;54419;38661;8721;2511;1309;4901;5244;1123;216;454;54476;-715;4504;5220;-798;-309;1244;1579;-2430;
2012-03;Données définitives;France;48583;37549;5276;1435;666;3175;3894;977;356;531;43156;4888;7042;2153;583;330;1742;2235;-1;
2012-04;Données définitives;France;44192;33100;3484;1655;486;1343;5302;1572;329;405;40176;3447;5762;2314;547;-9;1271;1670;-31;
2012-05;Données définitives;France;40433;29058;1772;854;368;549;7706;974;454;469;35257;4425;6391;1965;693;251;1341;1060;1079;
2012-06;Données définitives;France;37518;26562;2219;960;384;875;6823;994;483;437;33219;3648;5674;2026;447;482;1207;599;913;
2012-07;Données définitives;France;37910;28818;2221;1110;437;674;4901;912;544;513;34141;3216;5327;2110;822;494;825;787;287;
2012-08;Données définitives;France;36339;28314;2533;1165;413;956;3563;907;536;486;32247;3561;5834;2273;948;334;610;792;877;
2012-09;Données définitives;France;38035;30130;2450;1382;396;671;3641;931;413;470;33269;4054;6036;1981;1011;72;790;1413;769;
2012-10;Données définitives;France;42987;32848;3518;2039;456;1022;4534;1355;283;450;38628;3625;6387;2762;183;-273;1621;1774;321;
2012-11;Données définitives;France;49228;37119;5189;1821;524;2845;4914;1309;182;514;44260;4355;6802;2447;597;-172;1586;1705;639;
2012-12;Données définitives;France;54715;39912;5319;1714;548;3057;6521;2290;149;525;49602;4367;6716;2349;529;-30;1292;1718;859;
2013-01;Données définitives;Grand-Est;9924;7258;1508;928;8;570;814;278;7;57;0;0;;;;;;;;
2013-01;Données définitives;Nouvelle-Aquitaine;5644;4801;187;;0;186;465;61;23;105;0;0;;;;;;;;
2013-01;Données définitives;Auvergne-Rhône-Alpes;13119;9641;278;0;49;227;3047;66;14;71;0;0;;;;;;;;
2013-01;Données définitives;Bourgogne-Franche-Comté;403;;244;75;0;168;121;21;2;13;0;0;;;;;;;;
2013-01;Données définitives;Bretagne;246;;49;;1;48;56;118;3;18;0;0;;;;;;;;
2013-01;Données définitives;Centre-Val de Loire;7965;7717;70;;2;67;24;122;3;27;0;;;;;;;;;
2013-01;Données définitives;France;57739;42406;6301;2566;393;3342;6906;1326;146;654;53619;3484;6604;3120;493;91;1499;1666;-265;
2013-01;Données définitives;Ile-de-France;870;;753;195;37;520;0;3;0;112;0;;;;;;;;;
2013-01;Données définitives;Occitanie;3450;1853;76;;10;65;1214;208;34;63;0;;;;;;;;;
2013-01;Données définitives;Normandie;8304;7473;677;392;47;238;15;87;1;48;0;;;;;;;;;
2013-01;Données définitives;Hauts-de-France;4786;3660;797;118;0;678;1;267;1;57;0;;;;;;;;;
2013-01;Données définitives;PACA;1941;;759;254;128;376;1079;12;38;52;0;;;;;;;;;
2013-01;Données définitives;Pays-de-la-Loire;933;;817;600;22;193;1;75;7;30;0;;;;;;;;;
2013-02;Données définitives;Grand-Est;9057;6086;1863;1087;8;768;708;332;14;52;0;0;;;;;;;;
2013-02;Données définitives;Nouvelle-Aquitaine;5313;4374;158;;6;152;570;70;42;96;0;0;;;;;;;;
2013-02;Données définitives;Auvergne-Rhône-Alpes;11499;8309;233;0;56;175;2808;66;21;60;0;0;;;;;;;;
2013-02;Données définitives;Bourgogne-Franche-Comté;378;;210;91;0;118;124;25;5;12;0;0;;;;;;;;
2013-02;Données définitives;Bretagne;241;;45;;1;43;47;122;7;18;0;0;;;;;;;;
2013-02;Données définitives;Centre-Val de Loire;7261;6992;57;;2;54;27;150;7;26;0;;;;;;;;;
2013-02;Données définitives;France;52257;36754;6357;2667;397;3293;6858;1463;230;595;49639;2132;5850;3718;465;-306;1545;1563;-1135;
2013-02;Données définitives;Ile-de-France;779;;668;141;41;484;0;3;2;105;0;;;;;;;;;
2013-02;Données définitives;Occitanie;3491;1712;55;;-4;59;1406;209;53;55;0;;;;;;;;;
2013-02;Données définitives;Normandie;7152;6322;678;370;44;263;11;89;3;45;0;;;;;;;;;
2013-02;Données définitives;Hauts-de-France;4072;2956;776;106;0;668;1;283;4;50;0;;;;;;;;;
2013-02;Données définitives;PACA;1817;;626;256;117;252;1085;12;46;47;0;;;;;;;;;
2013-02;Données définitives;Pays-de-la-Loire;1046;;906;611;44;250;1;96;14;28;0;;;;;;;;;
2013-03;Données définitives;Grand-Est;9500;6711;1685;1043;9;632;697;316;29;59;0;0;;;;;;;;
2013-03;Données définitives;Nouvelle-Aquitaine;5255;4399;155;;6;149;454;67;68;110;0;0;;;;;;;;
2013-03;Données définitives;Auvergne-Rhône-Alpes;11129;8164;214;0;56;156;2582;62;34;70;0;0;;;;;;;;
2013-03;Données définitives;Bourgogne-Franche-Comté;339;;209;83;0;124;84;21;10;13;0;0;;;;;;;;
2013-03;Données définitives;Bretagne;249;;49;;2;47;50;120;10;19;0;0;;;;;;;;
2013-03;Données définitives;Centre-Val de Loire;7083;6836;61;;2;59;16;125;11;31;0;;;;;;;;;
2013-03;Données définitives;France;51882;36785;6270;2833;422;3015;6488;1352;344;642;49480;1733;6003;4270;566;-636;1170;1513;-880;
2013-03;Données définitives;Ile-de-France;886;;769;242;61;466;3;2;3;106;0;;;;;;;;;
2013-03;Données définitives;Occitanie;3648;1798;86;;24;62;1437;186;76;62;0;;;;;;;;;
2013-03;Données définitives;Normandie;7126;6283;701;384;48;268;15;73;5;45;0;;;;;;;;;
2013-03;Données définitives;Hauts-de-France;3669;2590;738;118;0;619;1;275;7;55;0;;;;;;;;;
2013-03;Données définitives;PACA;1875;;738;403;123;210;1032;10;56;37;0;;;;;;;;;
2013-03;Données définitives;Pays-de-la-Loire;954;;811;554;37;218;1;86;21;33;0;;;;;;;;;
2013-04;Données définitives;Grand-Est;8815;6661;876;611;0;264;835;362;41;36;0;0;;;;;;;;
2013-04;Données définitives;Nouvelle-Aquitaine;3548;2774;34;;4;29;509;56;82;91;0;0;;;;;;;;
2013-04;Données définitives;Auvergne-Rhône-Alpes;10532;7410;34;0;31;3;2948;55;39;42;0;0;;;;;;;;
2013-04;Données définitives;Bourgogne-Franche-Comté;178;;33;2;0;29;96;25;14;8;0;0;;;;;;;;
2013-04;Données définitives;Bretagne;239;;2;;1;0;41;166;16;12;0;0;;;;;;;;
2013-04;Données définitives;Centre-Val de Loire;5652;5454;2;;0;2;23;135;17;20;0;;;;;;;;;
2013-04;Données définitives;France;44117;31497;2984;1550;287;1146;7242;1490;434;469;40292;3211;6380;3168;819;-464;1015;1283;559;
2013-04;Données définitives;Ile-de-France;291;;194;113;30;49;4;3;6;82;0;;;;;;;;;
2013-04;Données définitives;Occitanie;3411;1728;0;;0;0;1374;183;86;39;0;;;;;;;;;
2013-04;Données définitives;Normandie;5919;5305;457;251;44;161;14;93;10;37;0;;;;;;;;;
2013-04;Données définitives;Hauts-de-France;2902;2162;382;55;0;326;1;300;12;43;0;;;;;;;;;
2013-04;Données définitives;PACA;1873;;475;175;103;196;1292;7;64;33;0;;;;;;;;;
2013-04;Données définitives;Pays-de-la-Loire;609;;454;339;33;81;2;96;31;24;0;;;;;;;;;
2013-05;Données définitives;Grand-Est;8500;6997;225;134;0;90;971;224;42;38;0;0;;;;;;;;
2013-05;Données définitives;Nouvelle-Aquitaine;3139;2364;20;;1;18;534;41;83;94;0;0;;;;;;;;
2013-05;Données définitives;Auvergne-Rhône-Alpes;11456;7533;17;0;15;2;3745;56;51;51;0;0;;;;;;;;
2013-05;Données définitives;Bourgogne-Franche-Comté;188;;20;0;0;21;121;18;15;11;0;0;;;;;;;;
2013-05;Données définitives;Bretagne;186;;2;;2;0;36;114;18;15;0;0;;;;;;;;
2013-05;Données définitives;Centre-Val de Loire;5699;5523;1;;0;1;25;101;18;29;0;;;;;;;;;
2013-05;Données définitives;France;43377;31171;1403;572;230;601;8607;1155;503;537;36821;5722;7689;1969;1073;512;1159;1090;1886;
2013-05;Données définitives;Ile-de-France;141;;39;23;15;0;0;2;6;92;0;;;;;;;;;
2013-05;Données définitives;Occitanie;3672;1750;-2;;-2;0;1544;214;106;58;0;;;;;;;;;
2013-05;Données définitives;Normandie;5021;4529;368;157;47;163;8;68;10;36;0;;;;;;;;;
2013-05;Données définitives;Hauts-de-France;2988;2473;216;23;0;191;1;233;12;52;0;;;;;;;;;
2013-05;Données définitives;PACA;1931;;260;50;100;109;1538;10;89;32;0;;;;;;;;;
2013-05;Données définitives;Pays-de-la-Loire;327;;197;182;12;2;1;66;34;27;0;;;;;;;;;
2013-06;Données définitives;Grand-Est;7282;5821;182;127;1;53;933;251;56;38;0;0;;;;;;;;
2013-06;Données définitives;Nouvelle-Aquitaine;3521;2820;19;;2;17;456;37;90;96;0;0;;;;;;;;
2013-06;Données définitives;Auvergne-Rhône-Alpes;9750;6291;32;0;32;0;3252;65;60;48;0;0;;;;;;;;
2013-06;Données définitives;Bourgogne-Franche-Comté;147;;20;0;0;20;81;18;19;7;0;0;;;;;;;;
2013-06;Données définitives;Bretagne;177;;1;;1;0;42;101;18;15;0;0;;;;;;;;
2013-06;Données définitives;Centre-Val de Loire;4883;4720;1;;0;1;11;102;20;27;0;;;;;;;;;
2013-06;Données définitives;France;39337;28619;1111;388;261;463;7375;1160;563;508;32973;5627;7193;1564;928;543;1289;1188;1681;
2013-06;Données définitives;Ile-de-France;192;;90;76;12;1;3;2;7;89;0;;;;;;;;;
2013-06;Données définitives;Occitanie;3082;1512;10;;10;0;1188;199;115;56;0;;;;;;;;;
2013-06;Données définitives;Normandie;5141;4824;200;21;44;134;8;66;11;29;0;;;;;;;;;
2013-06;Données définitives;Hauts-de-France;3128;2628;191;16;0;174;1;244;13;48;0;;;;;;;;;
2013-06;Données définitives;PACA;1643;;153;2;92;58;1350;11;99;28;0;;;;;;;;;
2013-06;Données définitives;Pays-de-la-Loire;285;;163;144;18;1;0;59;35;26;0;;;;;;;;;
2013-07;Données définitives;Grand-Est;8095;6409;437;371;0;65;919;226;65;37;0;0;;;;;;;;
2013-07;Données définitives;Nouvelle-Aquitaine;3259;2698;19;;3;16;279;46;119;96;0;0;;;;;;;;
2013-07;Données définitives;Auvergne-Rhône-Alpes;9153;6045;26;0;26;0;2929;36;69;47;0;0;;;;;;;;
2013-07;Données définitives;Bourgogne-Franche-Comté;113;;19;0;0;19;45;17;23;7;0;0;;;;;;;;
2013-07;Données définitives;Bretagne;167;;1;;1;0;34;87;22;21;0;0;;;;;;;;
2013-07;Données définitives;Centre-Val de Loire;5463;5307;1;;0;1;3;96;25;29;0;;;;;;;;;
2013-07;Données définitives;France;40850;30694;1636;860;302;474;6407;877;658;577;34751;5453;6975;1522;1401;521;963;1372;1196;
2013-07;Données définitives;Ile-de-France;213;;81;65;15;0;6;2;9;113;0;;;;;;;;;
2013-07;Données définitives;Occitanie;2874;1534;-2;;-2;0;1075;76;134;57;0;;;;;;;;;
2013-07;Données définitives;Normandie;6070;5583;379;190;47;141;10;47;14;35;0;;;;;;;;;
2013-07;Données définitives;Hauts-de-France;3617;3116;256;54;0;201;1;170;17;56;0;;;;;;;;;
2013-07;Données définitives;PACA;1390;;148;24;97;27;1084;4;101;51;0;;;;;;;;;
2013-07;Données définitives;Pays-de-la-Loire;304;;167;154;13;0;0;64;43;27;0;;;;;;;;;
2013-08;Données définitives;Grand-Est;7615;6218;467;361;0;105;690;141;57;39;0;0;;;;;;;;
2013-08;Données définitives;Nouvelle-Aquitaine;3608;3256;17;;0;17;96;30;107;100;0;0;;;;;;;;
2013-08;Données définitives;Auvergne-Rhône-Alpes;8779;6479;27;0;27;0;2108;47;64;52;0;0;;;;;;;;
2013-08;Données définitives;Bourgogne-Franche-Comté;104;;26;7;0;18;34;11;21;10;0;0;;;;;;;;
2013-08;Données définitives;Bretagne;145;;1;;1;0;39;60;20;24;0;0;;;;;;;;
2013-08;Données définitives;Centre-Val de Loire;4385;4260;1;;0;1;2;66;23;32;0;;;;;;;;;
2013-08;Données définitives;France;38428;29908;2044;1197;285;562;4551;739;602;584;31591;6171;7409;1238;1199;674;905;1705;1688;
2013-08;Données définitives;Ile-de-France;206;;90;89;0;0;5;1;8;100;0;;;;;;;;;
2013-08;Données définitives;Occitanie;1858;768;-2;;-2;0;780;138;115;57;0;;;;;;;;;
2013-08;Données définitives;Normandie;6713;6270;339;164;39;135;10;41;12;37;0;;;;;;;;;
2013-08;Données définitives;Hauts-de-France;3148;2653;280;40;0;239;0;144;14;55;0;;;;;;;;;
2013-08;Données définitives;PACA;1209;;280;143;92;45;768;7;99;52;0;;;;;;;;;
2013-08;Données définitives;Pays-de-la-Loire;520;;406;390;15;0;0;46;42;26;0;;;;;;;;;
2013-09;Données définitives;Grand-Est;7622;5801;841;506;0;333;669;233;41;35;0;0;;;;;;;;
2013-09;Données définitives;Nouvelle-Aquitaine;4057;3718;18;;0;18;108;40;79;92;0;0;;;;;;;;
2013-09;Données définitives;Auvergne-Rhône-Alpes;8236;6236;40;0;31;9;1810;50;48;50;0;0;;;;;;;;
2013-09;Données définitives;Bourgogne-Franche-Comté;209;;51;31;0;19;113;17;15;11;0;0;;;;;;;;
2013-09;Données définitives;Bretagne;140;;1;;1;0;38;67;14;18;0;0;;;;;;;;
2013-09;Données définitives;Centre-Val de Loire;4336;4201;1;;0;1;0;90;15;27;0;;;;;;;;;
2013-09;Données définitives;France;38604;29758;2784;1712;262;810;4126;948;463;525;33195;4705;6854;2148;1171;397;1207;1136;795;
2013-09;Données définitives;Ile-de-France;295;;204;188;13;1;5;2;5;77;0;;;;;;;;;
2013-09;Données définitives;Occitanie;2446;1525;-2;;-2;0;611;160;98;53;0;;;;;;;;;
2013-09;Données définitives;Normandie;6200;5722;374;215;37;121;10;50;8;33;0;;;;;;;;;
2013-09;Données définitives;Hauts-de-France;3020;2553;235;16;0;218;0;167;10;53;0;;;;;;;;;
2013-09;Données définitives;PACA;1304;;409;230;92;86;750;7;83;52;0;;;;;;;;;
2013-09;Données définitives;Pays-de-la-Loire;643;;534;521;13;0;0;57;29;22;0;;;;;;;;;
2013-10;Données définitives;Grand-Est;7614;5315;1103;670;1;431;732;386;26;51;0;0;;;;;;;;
2013-10;Données définitives;Nouvelle-Aquitaine;4592;4136;42;;0;42;203;65;59;84;0;0;;;;;;;;
2013-10;Données définitives;Auvergne-Rhône-Alpes;8876;6354;35;0;32;2;2315;81;30;58;0;0;;;;;;;;
2013-10;Données définitives;Bourgogne-Franche-Comté;161;;30;7;0;22;76;31;10;12;0;0;;;;;;;;
2013-10;Données définitives;Bretagne;217;;6;;3;3;39;136;10;24;0;0;;;;;;;;
2013-10;Données définitives;Centre-Val de Loire;4701;4507;6;;2;4;5;136;10;36;0;;;;;;;;;
2013-10;Données définitives;France;41761;31105;3262;1947;282;1032;4855;1612;320;607;37063;3873;6433;2560;878;285;1796;1177;-263;
2013-10;Données définitives;Ile-de-France;323;;199;185;8;4;3;3;3;113;0;;;;;;;;;
2013-10;Données définitives;Occitanie;2764;1742;1;;0;1;698;184;73;62;0;;;;;;;;;
2013-10;Données définitives;Normandie;6568;5972;430;268;35;125;10;108;5;41;0;;;;;;;;;
2013-10;Données définitives;Hauts-de-France;3844;3077;328;57;1;269;1;377;6;53;0;;;;;;;;;
2013-10;Données définitives;PACA;1292;;421;225;107;88;763;8;55;42;0;;;;;;;;;
2013-10;Données définitives;Pays-de-la-Loire;724;;586;530;20;35;0;88;19;29;0;;;;;;;;;
2013-11;Données définitives;Grand-Est;10040;7388;1366;769;8;588;775;438;12;59;0;0;;;;;;;;
2013-11;Données définitives;Nouvelle-Aquitaine;4260;3425;75;;0;74;533;93;30;102;0;0;;;;;;;;
2013-11;Données définitives;Auvergne-Rhône-Alpes;10312;7085;149;0;38;109;2906;77;16;76;0;0;;;;;;;;
2013-11;Données définitives;Bourgogne-Franche-Comté;268;;126;35;0;90;82;39;5;14;0;0;;;;;;;;
2013-11;Données définitives;Bretagne;263;;53;;1;52;38;141;5;23;0;0;;;;;;;;
2013-11;Données définitives;Centre-Val de Loire;6099;5793;52;;2;49;19;192;5;36;0;;;;;;;;;
2013-11;Données définitives;France;48527;34630;4877;2095;315;2467;6365;1809;183;663;45310;2381;5870;3488;949;-277;1462;1129;-881;
2013-11;Données définitives;Ile-de-France;569;;457;171;15;270;0;4;1;105;0;;;;;;;;;
2013-11;Données définitives;Occitanie;2836;1325;38;;-4;42;1117;246;42;66;0;;;;;;;;;
2013-11;Données définitives;Normandie;7104;6384;555;284;36;234;7;105;3;48;0;;;;;;;;;
2013-11;Données définitives;Hauts-de-France;4317;3228;682;86;1;595;1;335;2;66;0;;;;;;;;;
2013-11;Données définitives;PACA;1466;;551;233;128;190;824;13;39;37;0;;;;;;;;;
2013-11;Données définitives;Pays-de-la-Loire;864;;702;514;20;167;1;117;11;30;0;;;;;;;;;
2013-12;Données définitives;Grand-Est;10172;7587;1354;640;8;704;659;497;13;60;0;0;;;;;;;;
2013-12;Données définitives;Nouvelle-Aquitaine;3847;3172;81;;0;81;355;101;42;94;0;0;;;;;;;;
2013-12;Données définitives;Auvergne-Rhône-Alpes;12264;9398;159;0;36;122;2526;79;22;78;0;0;;;;;;;;
2013-12;Données définitives;Bourgogne-Franche-Comté;219;;78;0;0;79;81;37;6;14;0;0;;;;;;;;
2013-12;Données définitives;Bretagne;306;;59;;0;58;48;168;5;24;0;0;;;;;;;;
2013-12;Données définitives;Centre-Val de Loire;7310;7002;56;;2;53;12;193;7;37;0;;;;;;;;;
2013-12;Données définitives;France;53564;40422;4545;1512;359;2675;5688;2011;216;680;50108;2653;6097;3442;535;366;1344;1666;-1256;
2013-12;Données définitives;Ile-de-France;568;;440;123;21;295;2;5;1;118;0;;;;;;;;;
2013-12;Données définitives;Occitanie;3297;1846;48;;1;46;1095;188;52;65;0;;;;;;;;;
2013-12;Données définitives;Normandie;8105;7391;519;235;40;243;11;135;3;43;0;;;;;;;;;
2013-12;Données définitives;Hauts-de-France;5233;4023;673;48;1;623;1;462;3;67;0;;;;;;;;;
2013-12;Données définitives;PACA;1296;;358;55;134;169;844;10;38;43;0;;;;;;;;;
2013-12;Données définitives;Pays-de-la-Loire;798;;622;408;18;196;1;128;12;33;0;;;;;;;;;
2014-01;Données définitives;Grand-Est;10126;8071;740;399;0;340;712;535;13;53;4594;5431;;;;;;;;
2014-01;Données définitives;Nouvelle-Aquitaine;4688;3871;77;;0;77;520;98;30;89;4501;187;;;;;;;;
2014-01;Données définitives;Auvergne-Rhône-Alpes;13001;9578;139;0;35;103;3116;75;18;74;6693;5858;;;;;;;;
2014-01;Données définitives;Bourgogne-Franche-Comté;301;;89;0;0;90;153;38;5;13;2158;-1857;;;;;;;;
2014-01;Données définitives;Bretagne;345;;60;;0;59;57;200;5;21;2390;-2050;;;;;;;;
2014-01;Données définitives;Centre-Val de Loire;8353;8017;55;;0;55;23;214;5;36;2034;6318;;;;;;;;
2014-01;Données définitives;France;55975;42697;3183;966;273;1943;7072;2193;176;652;49359;5679;7871;2191;1405;-254;1757;2160;611;
2014-01;Données définitives;Ile-de-France;455;;337;107;4;226;1;5;1;109;7612;-7156;;;;;;;;
2014-01;Données définitives;Occitanie;3517;1795;46;;-3;50;1384;189;40;61;3831;-526;;;;;;;;
2014-01;Données définitives;Normandie;7972;7354;402;118;43;239;16;156;2;39;2869;5102;;;;;;;;
2014-01;Données définitives;Hauts-de-France;5111;4008;502;52;0;448;1;525;2;70;5239;-128;;;;;;;;
2014-01;Données définitives;PACA;1389;;305;53;125;126;989;8;34;51;4314;-2931;;;;;;;;
2014-01;Données définitives;Pays-de-la-Loire;563;;377;233;18;124;2;144;9;29;2875;-2312;;;;;;;;
2014-02;Données définitives;Grand-Est;9473;7364;804;499;0;304;627;609;18;49;4173;5196;;;;;;;;
2014-02;Données définitives;Nouvelle-Aquitaine;4762;3811;88;;6;81;595;128;48;91;4184;578;;;;;;;;
2014-02;Données définitives;Auvergne-Rhône-Alpes;11323;8105;125;0;33;91;2916;80;26;69;6013;4940;;;;;;;;
2014-02;Données définitives;Bourgogne-Franche-Comté;238;;66;0;0;66;100;51;8;12;1940;-1702;;;;;;;;
2014-02;Données définitives;Bretagne;347;;52;;1;51;49;218;8;19;2160;-1816;;;;;;;;
2014-02;Données définitives;Centre-Val de Loire;7353;6956;54;;0;54;28;272;9;32;1837;5516;;;;;;;;
2014-02;Données définitives;France;49555;36396;2699;717;277;1704;7108;2484;262;604;44580;4138;6705;2567;1278;-633;1818;1740;-66;
2014-02;Données définitives;Ile-de-France;307;;192;16;-1;177;0;6;2;104;6749;-6442;;;;;;;;
2014-02;Données définitives;Occitanie;3670;1642;43;;-3;46;1670;198;61;54;3467;5;;;;;;;;
2014-02;Données définitives;Normandie;5807;5173;407;144;43;219;15;166;5;39;2600;3206;;;;;;;;
2014-02;Données définitives;Hauts-de-France;4414;3343;440;39;0;399;1;561;5;62;4692;-278;;;;;;;;
2014-02;Données définitives;PACA;1347;;239;-2;133;107;1014;8;44;41;3931;-2585;;;;;;;;
2014-02;Données définitives;Pays-de-la-Loire;366;;141;19;18;103;2;179;17;26;2618;-2251;;;;;;;;
2014-03;Données définitives;Grand-Est;8666;7051;636;403;0;232;609;267;47;54;4075;4493;;;;;;;;
2014-03;Données définitives;Nouvelle-Aquitaine;5161;4284;92;;6;85;549;57;93;85;3993;1168;;;;;;;;
2014-03;Données définitives;Auvergne-Rhône-Alpes;10828;7702;139;1;33;104;2781;70;59;75;5965;4504;;;;;;;;
2014-03;Données définitives;Bourgogne-Franche-Comté;217;;74;0;0;75;83;25;19;15;1891;-1673;;;;;;;;
2014-03;Données définitives;Bretagne;264;;58;;1;56;56;110;15;24;2084;-1823;;;;;;;;
2014-03;Données définitives;Centre-Val de Loire;7392;7153;47;;0;47;20;113;20;37;1736;5656;;;;;;;;
2014-03;Données définitives;France;48290;35797;2974;1023;289;1661;7034;1294;534;655;43104;4354;7144;2789;979;-192;1836;1575;155;
2014-03;Données définitives;Ile-de-France;406;;280;73;19;188;4;2;6;112;6509;-6102;;;;;;;;
2014-03;Données définitives;Occitanie;3984;1827;49;;-1;51;1705;220;116;64;3306;491;;;;;;;;
2014-03;Données définitives;Normandie;5183;4639;403;131;44;227;16;74;10;39;2532;2651;;;;;;;;
2014-03;Données définitives;Hauts-de-France;3908;3138;428;32;0;395;1;259;11;68;4608;-700;;;;;;;;
2014-03;Données définitives;PACA;1471;;196;-1;114;82;1124;8;91;50;3694;-2227;;;;;;;;
2014-03;Données définitives;Pays-de-la-Loire;661;;516;383;18;113;2;81;33;27;2495;-1833;;;;;;;;
2014-04;Données définitives;Grand-Est;6509;5166;492;359;0;132;555;206;49;38;3523;2888;;;;;;;;
2014-04;Données définitives;Nouvelle-Aquitaine;4667;4008;24;;4;19;374;58;107;93;3237;1429;;;;;;;;
2014-04;Données définitives;Auvergne-Rhône-Alpes;9143;6649;25;0;23;1;2287;57;65;57;5139;3705;;;;;;;;
2014-04;Données définitives;Bourgogne-Franche-Comté;102;;19;0;0;19;32;19;20;11;1621;-1518;;;;;;;;
2014-04;Données définitives;Bretagne;182;;1;;0;0;38;103;17;22;1746;-1565;;;;;;;;
2014-04;Données définitives;Centre-Val de Loire;6551;6402;0;;0;0;6;90;20;31;1486;5065;;;;;;;;
2014-04;Données définitives;France;40826;31208;1539;767;230;541;5860;1057;584;576;36331;3821;6441;2619;1307;-162;1187;807;682;
2014-04;Données définitives;Ile-de-France;206;;76;68;8;0;6;2;6;113;5396;-5190;;;;;;;;
2014-04;Données définitives;Occitanie;3220;1561;1;;1;0;1291;189;125;50;2664;461;;;;;;;;
2014-04;Données définitives;Normandie;5738;5451;179;-2;44;137;15;53;11;28;2169;3569;;;;;;;;
2014-04;Données définitives;Hauts-de-France;2436;1968;214;7;0;206;1;186;13;52;4025;-1589;;;;;;;;
2014-04;Données définitives;PACA;1442;;108;-1;88;21;1176;9;98;49;3064;-1627;;;;;;;;
2014-04;Données définitives;Pays-de-la-Loire;494;;351;336;14;0;2;78;36;25;2099;-1604;;;;;;;;
2014-05;Données définitives;Grand-Est;7280;5725;273;164;0;109;816;363;58;42;3447;3739;;;;;;;;
2014-05;Données définitives;Nouvelle-Aquitaine;4222;3523;20;;1;19;381;71;122;103;3100;1122;;;;;;;;
2014-05;Données définitives;Auvergne-Rhône-Alpes;9448;6671;21;0;23;-1;2525;89;73;66;4858;4208;;;;;;;;
2014-05;Données définitives;Bourgogne-Franche-Comté;138;;21;0;0;21;46;33;23;14;1565;-1427;;;;;;;;
2014-05;Données définitives;Bretagne;201;;1;;1;0;48;103;21;25;1567;-1371;;;;;;;;
2014-05;Données définitives;Centre-Val de Loire;6405;6191;0;;0;0;8;148;22;33;1349;5056;;;;;;;;
2014-05;Données définitives;France;41872;31713;1099;368;214;515;6203;1531;681;643;34695;6255;7873;1618;1417;663;1214;1375;1583;
2014-05;Données définitives;Ile-de-France;179;;46;44;2;0;5;3;8;115;5279;-5100;;;;;;;;
2014-05;Données définitives;Occitanie;2500;859;-3;;-3;0;1197;237;147;61;2526;-263;;;;;;;;
2014-05;Données définitives;Normandie;6679;6348;176;-2;42;136;16;83;13;41;2037;4641;;;;;;;;
2014-05;Données définitives;Hauts-de-France;2940;2392;177;7;0;169;1;289;14;64;3955;-1015;;;;;;;;
2014-05;Données définitives;PACA;1424;;146;0;86;60;1103;11;118;44;2948;-1531;;;;;;;;
2014-05;Données définitives;Pays-de-la-Loire;338;;170;156;14;0;2;92;43;29;1920;-1581;;;;;;;;
2014-06;Données définitives;Grand-Est;7289;5991;283;140;0;142;659;248;69;36;3275;3920;;;;;;;;
2014-06;Données définitives;Nouvelle-Aquitaine;4574;3982;18;;1;16;273;52;144;102;2930;1644;;;;;;;;
2014-06;Données définitives;Auvergne-Rhône-Alpes;8705;6303;15;0;16;-1;2189;55;86;55;4621;3801;;;;;;;;
2014-06;Données définitives;Bourgogne-Franche-Comté;92;;11;0;0;11;18;25;27;10;1446;-1353;;;;;;;;
